code,turnover20,last_close,days
7036,1047400.0,668.0,734
9267,244972100.0,3470.0,734
3863,731343040.0,1326.0,734
3457,76163655.0,923.0,734
7735,22902762050.0,12805.0,734
4920,723870.0,1138.0,734
3843,68539240.0,1715.0,734
6537,5886585.0,293.0,734
4218,40338990.0,1943.0,734
6365,4128500.0,5580.0,734
4176,21808520.0,278.0,734
5535,52116495.0,291.0,725
7456,941823250.0,7340.0,734
4571,38884705.0,100.0,734
8795,6973072590.0,4952.0,734
3896,4805025.0,416.0,734
5029,35012265.0,966.0,734
6420,139609575.0,3490.0,734
3947,6432430.0,2475.0,734
8070,117541685.0,1022.0,734
7744,605512315.0,1993.0,734
7994,445963730.0,2335.0,734
9024,6437771670.0,3614.0,734
6613,5867694405.0,2085.0,734
7186,7348233475.0,1887.0,734
4397,16026820.0,397.0,734
1833,790636800.0,5770.0,734
5537,278021950.0,3690.0,686
2654,4665745.0,435.0,734
7034,10940320.0,318.0,734
9039,247418785.0,3020.0,734
9090,443005610.0,905.0,734
6376,1851024125.0,3415.0,734
208A,24189735.0,2910.0,734
5301,3814762795.0,2127.5,734
6548,18355355.0,124.0,734
3068,4656275.0,3060.0,734
3765,893069410.0,2530.0,734
7042,2509365.0,665.0,734
9929,1059930.0,475.0,734
6382,16206730.0,1232.0,734
2876,1244930.0,474.0,734
8871,159178975.0,3210.0,734
7162,38017620.0,289.0,734
3679,167667235.0,450.0,734
2269,4431031910.0,4356.0,734
145A,6657745.0,884.0,609
4335,1807510.0,1091.0,734
8281,148289260.0,1141.0,734
7731,2894381710.0,1746.0,734
9845,10732515.0,1369.0,734
8276,277576765.0,2692.0,734
7264,2117670.0,1354.0,734
5355,2924610.0,660.0,734
7555,559525.0,743.0,734
6419,182274350.0,3165.0,734
5010,45695710.0,293.0,734
7640,6544115.0,191.0,734
1870,285431295.0,2193.0,734
7350,860604200.0,7960.0,734
4488,20149015.0,2145.0,734
149A,4431895.0,806.0,608
6390,70643870.0,1330.0,734
6191,1255018485.0,1644.0,734
3974,2612015.0,657.0,734
3191,299616260.0,2261.0,734
9385,4653185.0,750.0,734
7244,83703960.0,565.0,734
1904,50055900.0,5160.0,734
6315,6741468620.0,2147.0,734
3299,174506955.0,1718.0,734
5599,12715040.0,1087.0,674
4057,1397785.0,348.0,734
7297,1749460.0,879.0,734
7061,48287515.0,495.0,734
4054,7880080.0,521.0,734
3045,2380175.0,1470.0,734
3988,2808670.0,564.0,734
4398,4321910.0,1332.0,734
331A,1986200.0,485.0,369
6074,1322325.0,514.0,734
2764,40214165.0,168.0,734
4832,28804455.0,1901.0,734
9720,611350.0,6440.0,734
4548,191104365.0,682.0,734
6301,20450922085.0,7012.0,734
3446,29898435.0,1529.0,734
6334,2873060.0,466.0,734
3109,41644685.0,1062.0,734
5162,3004345.0,802.0,734
6721,17272665.0,77.0,734
4771,41697245.0,2830.0,734
8698,1079254490.0,712.0,734
9799,4874140.0,942.0,734
6278,2683574600.0,13390.0,734
3913,7708660.0,1123.0,734
2702,3823258650.0,7860.0,734
8089,4022005.0,1986.0,734
8793,64914875.0,4235.0,734
8386,813988765.0,3140.0,734
3963,23067665.0,330.0,734
4238,168367715.0,1950.0,734
2053,121494250.0,2058.0,734
4575,158170415.0,757.0,734
6433,319898160.0,1331.0,734
2802,13589494120.0,4904.0,734
1939,230172325.0,2303.0,734
3529,39383235.0,1040.0,734
3065,4487570.0,1586.0,734
9501,21787004600.32715,549.7000122070312,734
7242,524581600.0,4750.0,734
3205,67710535.0,736.0,734
9274,317215950.0,1131.0,734
6135,1835952350.0,15190.0,734
3350,11134075330.0,243.0,734
6165,38863560.0,543.0,734
4375,126269860.0,683.0,734
8931,17088665.0,1314.0,734
9312,14166570.0,2876.0,734
7840,38872785.0,1313.0,734
9513,2064537815.0,4205.0,734
4047,1588426975.0,2343.0,734
3173,11242760.0,1400.0,734
7885,11574300.0,1138.0,734
9759,684946957.5,2912.0,734
6982,565670.0,578.0,734
8051,412469055.0,2019.0,734
5137,216606985.0,303.0,734
2612,414103990.0,2880.0,734
1811,12835550.0,7570.0,734
3131,253280000.0,7210.0,734
4376,6942590.0,173.0,734
7102,116067600.0,3630.0,734
2737,4284254000.0,36850.0,734
9986,5341795.0,2500.0,734
7352,23556560.0,322.0,734
3103,18565111240.0,1518.0,734
4657,2657555.0,456.0,734
6989,25674385.0,2348.0,734
4617,541692250.0,3535.0,734
3933,1785565.0,543.0,734
9369,110638735.0,2971.0,734
2666,10673580.0,190.0,734
7356,23271550.0,118.0,734
4192,48629165.0,328.0,734
3133,32975635.0,51.0,734
4980,4093846822.5,2998.5,734
9563,8214130.0,345.0,734
4011,142366800.0,2352.0,734
8227,2133134380.0,3185.0,734
5618,609475.0,292.0,671
286A,18918750.0,770.0,431
7932,64171850.0,11540.0,734
3891,848670500.0,6660.0,734
6496,20056950.0,5600.0,734
6469,153424715.0,2866.0,734
7937,36492355.0,2564.0,734
7187,68812605.0,1352.0,734
1798,2870535.0,1098.0,734
2379,553934760.0,1848.0,734
3965,6195095.0,889.0,734
3624,84671200.0,85.0,734
7808,4476945.0,2698.0,734
9087,2303805.0,2205.0,734
3041,2192095.0,402.0,734
9072,991993435.0,5124.0,734
9423,10160400.0,105.0,734
2918,255024435.0,2717.0,734
6763,43028420.0,2869.0,734
